User_ID,Session_ID,Date,Page_Type,Action,Product_Viewed,Cart_Added,Purchase_Made
5089,1681,2023-09-25,Landing_Page,Purchase,Product_B,0,1
7185,3860,2023-09-19,Landing_Page,Initiated,Product_B,1,0
9765,4375,2023-09-27,Product_Page,Purchase,Product_D,0,1
9179,8942,2023-09-12,Landing_Page,Initiated,Product_C,0,0
7156,7071,2023-09-06,Checkout,Added_to_Cart,Product_D,1,0
6600,9044,2023-09-12,Landing_Page,Viewed,Product_C,1,0
6151,5181,2023-09-17,Landing_Page,Initiated,Product_A,1,0
9115,1137,2023-08-30,Thank_You,Added_to_Cart,Product_C,0,0
671,2972,2023-08-31,Thank_You,Purchase,Product_A,0,1
5726,7155,2023-09-08,Thank_You,Viewed,Product_C,0,0
6854,1247,2023-09-15,Thank_You,Viewed,Product_A,0,0
8300,9989,2023-09-04,Landing_Page,Initiated,Product_A,0,0
4987,3774,2023-09-02,Thank_You,Viewed,Product_D,0,0
5299,1923,2023-08-29,Product_Page,Viewed,Product_D,0,0
1043,5370,2023-09-17,Checkout,Initiated,Product_D,0,0
3019,6626,2023-09-24,Cart,Viewed,Product_D,1,0
5351,8188,2023-08-30,Cart,Viewed,Product_D,1,0
3600,1695,2023-09-23,Cart,Added_to_Cart,Product_A,1,0
1783,4231,2023-08-30,Cart,Viewed,Product_C,0,0
948,8353,2023-09-19,Thank_You,Viewed,Product_A,0,0
6316,2103,2023-09-13,Product_Page,Initiated,Product_D,1,0
1840,3135,2023-09-02,Cart,Added_to_Cart,Product_A,1,0
8752,3224,2023-08-30,Cart,Viewed,Product_C,0,0
3219,8924,2023-09-08,Checkout,Viewed,Product_C,1,0
4316,5747,2023-09-12,Product_Page,Purchase,Product_C,0,1
5285,5430,2023-09-20,Product_Page,Purchase,Product_C,0,1
3668,8079,2023-09-16,Cart,Purchase,Product_B,0,1
1869,2970,2023-09-06,Checkout,Added_to_Cart,Product_A,1,0
7688,3875,2023-09-16,Cart,Purchase,Product_C,1,1
5144,9305,2023-09-04,Cart,Initiated,Product_B,1,0
3104,8264,2023-08-30,Thank_You,Initiated,Product_C,0,0
4631,7578,2023-09-20,Landing_Page,Added_to_Cart,Product_D,0,0
9840,9037,2023-09-20,Cart,Initiated,Product_A,1,0
2742,8293,2023-09-22,Landing_Page,Purchase,Product_D,0,1
1275,7797,2023-09-02,Cart,Viewed,Product_B,0,0
8837,4323,2023-09-06,Landing_Page,Viewed,Product_A,0,0
3287,8769,2023-09-19,Product_Page,Viewed,Product_D,0,0
2754,6299,2023-09-09,Product_Page,Purchase,Product_B,0,1
6328,1051,2023-09-22,Product_Page,Purchase,Product_D,1,1
842,5664,2023-09-27,Checkout,Purchase,Product_B,1,1
3286,1518,2023-09-13,Checkout,Added_to_Cart,Product_B,1,0
9598,6262,2023-09-20,Checkout,Viewed,Product_D,1,0
7642,4901,2023-09-02,Thank_You,Added_to_Cart,Product_B,1,0
7789,1030,2023-09-26,Product_Page,Viewed,Product_D,1,0
1054,9334,2023-09-10,Landing_Page,Added_to_Cart,Product_D,1,0
7698,5037,2023-09-01,Product_Page,Viewed,Product_C,0,0
8429,9304,2023-09-24,Checkout,Viewed,Product_A,0,0
7416,9836,2023-09-22,Product_Page,Initiated,Product_A,0,0
2227,1822,2023-08-31,Landing_Page,Viewed,Product_A,1,0
7072,7791,2023-09-13,Thank_You,Added_to_Cart,Product_C,1,0
4567,8574,2023-08-31,Product_Page,Initiated,Product_C,0,0
4576,5522,2023-09-19,Cart,Added_to_Cart,Product_B,0,0
5132,2837,2023-09-03,Product_Page,Initiated,Product_A,1,0
6650,9022,2023-09-12,Cart,Viewed,Product_A,0,0
2320,5197,2023-09-05,Product_Page,Added_to_Cart,Product_A,1,0
7394,8382,2023-09-25,Landing_Page,Initiated,Product_A,0,0
7567,4417,2023-08-30,Checkout,Initiated,Product_A,0,0
2425,2416,2023-09-23,Cart,Purchase,Product_C,1,1
5920,1357,2023-08-29,Cart,Added_to_Cart,Product_A,1,0
8703,6512,2023-09-13,Product_Page,Viewed,Product_A,1,0
407,6416,2023-09-03,Checkout,Viewed,Product_D,0,0
3632,7723,2023-09-16,Thank_You,Viewed,Product_B,0,0
4735,2764,2023-09-19,Checkout,Purchase,Product_A,0,1
619,4804,2023-09-25,Product_Page,Viewed,Product_D,1,0
5477,5646,2023-09-22,Product_Page,Initiated,Product_D,0,0
4284,8042,2023-09-20,Cart,Initiated,Product_B,1,0
9612,9526,2023-09-20,Thank_You,Initiated,Product_C,1,0
9258,3397,2023-09-07,Thank_You,Initiated,Product_B,0,0
8731,3826,2023-09-04,Thank_You,Initiated,Product_D,1,0
5104,7287,2023-09-23,Thank_You,Initiated,Product_B,0,0
4160,6482,2023-09-20,Landing_Page,Viewed,Product_D,1,0
9219,1552,2023-09-21,Thank_You,Viewed,Product_A,1,0
2665,8148,2023-09-17,Landing_Page,Added_to_Cart,Product_B,1,0
4639,4963,2023-09-18,Product_Page,Purchase,Product_D,0,1
6213,7975,2023-09-24,Cart,Initiated,Product_A,0,0
6031,9540,2023-09-09,Thank_You,Added_to_Cart,Product_A,1,0
309,8396,2023-08-29,Cart,Initiated,Product_C,1,0
6294,4526,2023-09-12,Landing_Page,Initiated,Product_B,0,0
8891,6962,2023-09-07,Landing_Page,Viewed,Product_D,0,0
7769,4014,2023-09-22,Thank_You,Viewed,Product_C,0,0
9815,6750,2023-09-24,Product_Page,Added_to_Cart,Product_C,0,0
645,5203,2023-09-06,Product_Page,Viewed,Product_A,0,0
254,4792,2023-09-03,Checkout,Initiated,Product_A,0,0
3787,7914,2023-09-17,Cart,Added_to_Cart,Product_D,0,0
524,8413,2023-09-25,Product_Page,Added_to_Cart,Product_C,1,0
9824,5553,2023-09-18,Product_Page,Added_to_Cart,Product_D,1,0
9685,1576,2023-08-31,Product_Page,Viewed,Product_B,0,0
3781,6710,2023-09-09,Cart,Added_to_Cart,Product_B,1,0
5199,3937,2023-09-16,Thank_You,Added_to_Cart,Product_C,0,0
4223,6949,2023-09-15,Cart,Added_to_Cart,Product_C,0,0
4682,7626,2023-09-10,Landing_Page,Added_to_Cart,Product_B,0,0
7105,3995,2023-08-30,Thank_You,Purchase,Product_D,0,1
1171,4459,2023-09-19,Landing_Page,Initiated,Product_B,0,0
7193,5069,2023-09-23,Cart,Viewed,Product_D,0,0
7389,9333,2023-08-30,Thank_You,Purchase,Product_D,1,1
8077,1757,2023-09-25,Cart,Added_to_Cart,Product_A,1,0
3147,4973,2023-09-23,Thank_You,Purchase,Product_C,0,1
9130,7785,2023-09-22,Landing_Page,Purchase,Product_B,1,1
7285,5987,2023-09-21,Thank_You,Added_to_Cart,Product_A,1,0
9102,5026,2023-09-24,Product_Page,Purchase,Product_D,0,1
1595,6572,2023-09-11,Checkout,Purchase,Product_A,1,1
7042,6991,2023-09-19,Cart,Purchase,Product_D,1,1
7159,7543,2023-09-10,Thank_You,Viewed,Product_A,0,0
2060,3991,2023-09-10,Thank_You,Added_to_Cart,Product_B,0,0
681,5374,2023-09-01,Checkout,Viewed,Product_D,1,0
9565,5838,2023-09-06,Landing_Page,Viewed,Product_B,0,0
88,1910,2023-09-07,Thank_You,Initiated,Product_D,0,0
1210,7405,2023-09-14,Thank_You,Viewed,Product_B,1,0
6384,2745,2023-09-23,Thank_You,Viewed,Product_A,0,0
8494,3186,2023-09-25,Landing_Page,Added_to_Cart,Product_C,0,0
383,7075,2023-09-08,Checkout,Initiated,Product_D,1,0
67,3007,2023-09-01,Landing_Page,Viewed,Product_B,1,0
3398,4753,2023-09-02,Checkout,Initiated,Product_D,0,0
4871,1771,2023-09-09,Cart,Purchase,Product_C,1,1
9251,7952,2023-09-07,Product_Page,Purchase,Product_A,0,1
1662,4985,2023-08-30,Product_Page,Viewed,Product_C,0,0
8812,2007,2023-09-03,Thank_You,Initiated,Product_A,1,0
2160,6467,2023-09-14,Product_Page,Initiated,Product_B,0,0
1351,8994,2023-09-05,Checkout,Viewed,Product_A,0,0
5463,2902,2023-09-05,Landing_Page,Added_to_Cart,Product_C,1,0
1557,7069,2023-09-22,Cart,Added_to_Cart,Product_A,0,0
5259,9499,2023-09-05,Product_Page,Purchase,Product_C,0,1
7092,7565,2023-09-06,Thank_You,Initiated,Product_B,0,0
467,6018,2023-09-15,Product_Page,Initiated,Product_D,0,0
2310,6779,2023-09-18,Thank_You,Added_to_Cart,Product_B,1,0
8417,3086,2023-09-03,Thank_You,Purchase,Product_A,1,1
9599,3926,2023-09-06,Checkout,Added_to_Cart,Product_D,1,0
2512,1222,2023-08-31,Thank_You,Initiated,Product_D,1,0
1685,6295,2023-09-03,Cart,Purchase,Product_A,0,1
2099,9889,2023-08-29,Thank_You,Purchase,Product_A,1,1
9364,6454,2023-09-08,Thank_You,Viewed,Product_A,0,0
461,8757,2023-09-01,Product_Page,Added_to_Cart,Product_A,0,0
2570,9786,2023-09-10,Checkout,Added_to_Cart,Product_A,1,0
9653,4834,2023-08-31,Thank_You,Initiated,Product_D,0,0
3624,6280,2023-09-10,Checkout,Added_to_Cart,Product_B,0,0
6651,7078,2023-09-15,Thank_You,Initiated,Product_C,1,0
2395,1838,2023-09-26,Cart,Viewed,Product_C,0,0
8215,6455,2023-09-07,Thank_You,Added_to_Cart,Product_D,1,0
96,7045,2023-09-04,Checkout,Purchase,Product_C,1,1
796,7645,2023-08-31,Landing_Page,Purchase,Product_D,1,1
8874,5094,2023-08-29,Landing_Page,Purchase,Product_B,1,1
8374,9074,2023-08-31,Checkout,Added_to_Cart,Product_B,0,0
1446,2821,2023-08-29,Thank_You,Viewed,Product_B,0,0
9459,1448,2023-09-08,Landing_Page,Initiated,Product_C,1,0
1480,3748,2023-08-31,Thank_You,Added_to_Cart,Product_B,0,0
6501,7724,2023-09-01,Thank_You,Initiated,Product_D,1,0
7142,6875,2023-09-15,Landing_Page,Viewed,Product_C,1,0
2297,5220,2023-09-19,Checkout,Initiated,Product_D,0,0
6400,6531,2023-09-24,Cart,Initiated,Product_B,1,0
3628,8774,2023-09-11,Cart,Added_to_Cart,Product_B,0,0
6987,5012,2023-09-08,Product_Page,Viewed,Product_A,0,0
6007,9624,2023-09-24,Checkout,Viewed,Product_D,0,0
6602,3112,2023-09-27,Checkout,Purchase,Product_C,1,1
8030,3530,2023-09-17,Cart,Initiated,Product_C,1,0
3695,8173,2023-09-24,Cart,Initiated,Product_A,0,0
9461,2936,2023-09-27,Landing_Page,Initiated,Product_B,0,0
907,8703,2023-09-27,Landing_Page,Purchase,Product_C,1,1
7325,3848,2023-09-07,Thank_You,Initiated,Product_C,0,0
5105,8809,2023-09-10,Checkout,Purchase,Product_A,0,1
911,2273,2023-09-26,Checkout,Added_to_Cart,Product_C,1,0
7951,6934,2023-09-23,Cart,Initiated,Product_A,1,0
3728,3989,2023-09-07,Cart,Purchase,Product_D,0,1
555,7625,2023-09-03,Cart,Added_to_Cart,Product_D,1,0
9860,5033,2023-09-18,Thank_You,Initiated,Product_A,0,0
4378,8194,2023-09-23,Product_Page,Initiated,Product_C,1,0
3868,7879,2023-09-14,Cart,Added_to_Cart,Product_C,0,0
8110,5961,2023-09-24,Landing_Page,Purchase,Product_D,0,1
7037,5356,2023-09-06,Cart,Initiated,Product_B,1,0
8120,7445,2023-09-12,Thank_You,Purchase,Product_B,1,1
4459,8179,2023-09-02,Cart,Initiated,Product_A,1,0
8781,5838,2023-09-02,Cart,Purchase,Product_C,1,1
3515,7014,2023-09-11,Landing_Page,Purchase,Product_C,1,1
8019,9215,2023-09-27,Cart,Purchase,Product_B,1,1
3270,6287,2023-09-06,Cart,Purchase,Product_A,0,1
7804,2764,2023-09-10,Landing_Page,Added_to_Cart,Product_B,1,0
3277,6108,2023-09-10,Checkout,Added_to_Cart,Product_D,1,0
9231,1420,2023-09-11,Landing_Page,Initiated,Product_A,0,0
314,5362,2023-09-15,Thank_You,Added_to_Cart,Product_A,1,0
4923,3071,2023-09-11,Cart,Purchase,Product_D,0,1
5067,7800,2023-09-22,Checkout,Purchase,Product_B,1,1
1167,6211,2023-09-19,Cart,Purchase,Product_D,0,1
3975,6397,2023-09-21,Checkout,Viewed,Product_A,0,0
9607,9367,2023-09-25,Thank_You,Initiated,Product_B,0,0
1489,5764,2023-08-31,Product_Page,Added_to_Cart,Product_A,0,0
1752,4557,2023-09-15,Cart,Purchase,Product_D,0,1
4323,3709,2023-09-24,Thank_You,Viewed,Product_B,1,0
7960,3381,2023-09-01,Checkout,Purchase,Product_D,1,1
6632,2983,2023-09-07,Checkout,Purchase,Product_B,1,1
2511,8971,2023-09-17,Product_Page,Added_to_Cart,Product_D,1,0
3051,7835,2023-09-17,Product_Page,Added_to_Cart,Product_C,1,0
999,4168,2023-09-13,Product_Page,Viewed,Product_C,1,0
727,3959,2023-09-10,Thank_You,Purchase,Product_D,1,1
6979,5696,2023-09-13,Checkout,Viewed,Product_A,1,0
8188,2281,2023-09-05,Cart,Viewed,Product_D,1,0
8634,9400,2023-09-04,Checkout,Initiated,Product_C,1,0
3154,3086,2023-09-25,Product_Page,Purchase,Product_B,0,1
93,4078,2023-09-04,Product_Page,Viewed,Product_D,0,0
8447,8181,2023-09-06,Landing_Page,Initiated,Product_C,0,0
4381,2605,2023-09-02,Checkout,Purchase,Product_D,1,1
1355,3393,2023-09-16,Product_Page,Viewed,Product_A,1,0
7171,7461,2023-09-18,Thank_You,Purchase,Product_C,0,1
941,4658,2023-09-01,Thank_You,Purchase,Product_A,0,1
8102,7772,2023-09-04,Cart,Added_to_Cart,Product_A,0,0
5535,7196,2023-09-14,Landing_Page,Viewed,Product_D,0,0
3977,7490,2023-09-07,Checkout,Initiated,Product_C,1,0
3888,1147,2023-09-18,Product_Page,Initiated,Product_D,1,0
734,8196,2023-09-18,Product_Page,Viewed,Product_B,0,0
3369,4867,2023-09-01,Thank_You,Purchase,Product_D,1,1
1228,9266,2023-09-02,Thank_You,Initiated,Product_A,1,0
707,7147,2023-09-15,Checkout,Purchase,Product_D,1,1
4571,8949,2023-09-02,Product_Page,Added_to_Cart,Product_B,1,0
9304,8223,2023-09-20,Cart,Viewed,Product_C,1,0
1384,8117,2023-09-20,Product_Page,Initiated,Product_C,0,0
4302,2752,2023-09-04,Product_Page,Initiated,Product_A,0,0
8105,7827,2023-09-07,Cart,Viewed,Product_B,1,0
6200,9110,2023-09-19,Thank_You,Added_to_Cart,Product_D,1,0
1496,2228,2023-09-13,Landing_Page,Added_to_Cart,Product_A,1,0
5462,5401,2023-09-18,Thank_You,Initiated,Product_C,1,0
1677,2870,2023-08-31,Product_Page,Initiated,Product_B,1,0
4684,7757,2023-09-03,Thank_You,Initiated,Product_A,1,0
7955,5623,2023-09-11,Product_Page,Added_to_Cart,Product_A,0,0
2457,3095,2023-09-24,Checkout,Purchase,Product_A,0,1
6337,8250,2023-09-20,Cart,Initiated,Product_D,1,0
1136,9801,2023-09-14,Thank_You,Initiated,Product_B,1,0
7560,5742,2023-09-10,Landing_Page,Viewed,Product_A,0,0
889,9951,2023-09-09,Checkout,Purchase,Product_A,0,1
2301,7759,2023-09-18,Landing_Page,Initiated,Product_C,1,0
4063,7213,2023-09-21,Product_Page,Initiated,Product_B,0,0
5898,9950,2023-09-11,Landing_Page,Added_to_Cart,Product_C,0,0
3177,5303,2023-08-30,Thank_You,Initiated,Product_D,0,0
3268,3186,2023-09-01,Cart,Purchase,Product_A,0,1
3054,6860,2023-09-21,Cart,Initiated,Product_D,1,0
366,3053,2023-09-23,Landing_Page,Added_to_Cart,Product_B,0,0
8631,1866,2023-09-21,Product_Page,Viewed,Product_D,0,0
5772,4041,2023-09-26,Thank_You,Viewed,Product_D,0,0
6093,7127,2023-09-24,Checkout,Viewed,Product_B,0,0
5219,9973,2023-09-08,Landing_Page,Viewed,Product_A,0,0
4501,7651,2023-09-27,Product_Page,Viewed,Product_D,0,0
2990,7505,2023-09-16,Product_Page,Initiated,Product_B,0,0
9165,6345,2023-09-18,Checkout,Viewed,Product_C,1,0
5588,6518,2023-09-06,Landing_Page,Initiated,Product_D,1,0
8144,2328,2023-09-14,Checkout,Viewed,Product_C,0,0
298,1394,2023-08-29,Thank_You,Purchase,Product_D,1,1
6841,1631,2023-09-19,Cart,Added_to_Cart,Product_D,0,0
3454,7922,2023-09-10,Product_Page,Purchase,Product_B,0,1
6319,2499,2023-09-25,Product_Page,Added_to_Cart,Product_C,1,0
8695,8862,2023-09-22,Landing_Page,Initiated,Product_D,0,0
2654,1348,2023-09-21,Cart,Purchase,Product_C,0,1
5273,1103,2023-09-02,Cart,Purchase,Product_A,1,1
6350,5272,2023-09-21,Thank_You,Viewed,Product_A,0,0
4943,9370,2023-09-05,Landing_Page,Initiated,Product_C,0,0
4434,6234,2023-09-19,Thank_You,Added_to_Cart,Product_D,0,0
3970,5404,2023-09-22,Cart,Viewed,Product_D,1,0
4893,2524,2023-09-27,Product_Page,Initiated,Product_D,0,0
2961,1001,2023-09-09,Thank_You,Purchase,Product_A,1,1
3153,3140,2023-09-04,Checkout,Purchase,Product_A,1,1
3486,5510,2023-09-04,Product_Page,Added_to_Cart,Product_C,0,0
9051,3857,2023-09-07,Thank_You,Initiated,Product_C,0,0
5761,3525,2023-09-11,Landing_Page,Initiated,Product_B,1,0
4616,1765,2023-09-02,Product_Page,Viewed,Product_B,1,0
2749,4002,2023-09-14,Cart,Purchase,Product_D,0,1
5686,8649,2023-09-09,Landing_Page,Purchase,Product_D,1,1
1498,1472,2023-09-09,Cart,Viewed,Product_C,1,0
9557,7997,2023-09-16,Product_Page,Purchase,Product_D,1,1
7987,9608,2023-09-16,Cart,Initiated,Product_C,1,0
189,8409,2023-08-31,Cart,Initiated,Product_A,0,0
7988,4214,2023-09-13,Landing_Page,Purchase,Product_B,1,1
5647,3670,2023-09-03,Checkout,Initiated,Product_C,1,0
9774,8759,2023-09-04,Checkout,Initiated,Product_A,1,0
1375,6363,2023-09-20,Product_Page,Purchase,Product_B,1,1
7373,1429,2023-09-14,Thank_You,Added_to_Cart,Product_A,0,0
7661,9638,2023-09-03,Cart,Purchase,Product_D,1,1
9086,2510,2023-09-24,Cart,Viewed,Product_A,0,0
8198,2043,2023-09-01,Checkout,Initiated,Product_A,1,0
1011,2721,2023-09-07,Landing_Page,Viewed,Product_A,0,0
1141,1278,2023-09-27,Cart,Initiated,Product_C,1,0
5230,8809,2023-09-09,Checkout,Viewed,Product_C,1,0
6458,1160,2023-09-11,Product_Page,Initiated,Product_B,0,0
3634,7096,2023-09-20,Checkout,Viewed,Product_D,1,0
9800,5340,2023-09-07,Checkout,Added_to_Cart,Product_A,0,0
2874,1744,2023-09-18,Landing_Page,Purchase,Product_B,0,1
3257,7248,2023-09-12,Product_Page,Viewed,Product_C,1,0
3511,4333,2023-09-03,Cart,Added_to_Cart,Product_A,0,0
8064,8140,2023-09-20,Landing_Page,Initiated,Product_C,1,0
9791,2281,2023-09-22,Landing_Page,Purchase,Product_C,1,1
8440,8858,2023-09-02,Checkout,Added_to_Cart,Product_C,0,0
8776,1904,2023-09-05,Landing_Page,Initiated,Product_D,1,0
3248,9786,2023-09-23,Checkout,Added_to_Cart,Product_A,0,0
1008,8801,2023-09-25,Cart,Viewed,Product_C,0,0
2373,1529,2023-09-19,Landing_Page,Viewed,Product_B,1,0
5853,8971,2023-09-15,Cart,Added_to_Cart,Product_D,0,0
7404,3619,2023-09-09,Product_Page,Viewed,Product_D,0,0
5573,9480,2023-09-10,Checkout,Added_to_Cart,Product_A,0,0
6532,3409,2023-09-19,Thank_You,Viewed,Product_B,1,0
9268,7014,2023-09-02,Thank_You,Added_to_Cart,Product_D,1,0
4539,5597,2023-09-24,Product_Page,Purchase,Product_C,0,1
1467,6638,2023-09-12,Checkout,Purchase,Product_C,0,1
5454,2911,2023-09-27,Product_Page,Purchase,Product_B,1,1
8602,5991,2023-08-31,Checkout,Viewed,Product_C,1,0
5145,4166,2023-09-05,Landing_Page,Initiated,Product_D,1,0
78,8499,2023-09-02,Checkout,Added_to_Cart,Product_A,0,0
9175,4972,2023-09-26,Cart,Purchase,Product_B,0,1
7268,7188,2023-09-24,Landing_Page,Viewed,Product_B,0,0
9168,1763,2023-09-02,Landing_Page,Initiated,Product_B,1,0
2739,6319,2023-09-23,Product_Page,Added_to_Cart,Product_D,1,0
6781,1113,2023-09-14,Product_Page,Viewed,Product_C,0,0
647,6259,2023-09-26,Thank_You,Initiated,Product_C,1,0
2218,9310,2023-09-12,Checkout,Initiated,Product_C,0,0
3406,5163,2023-09-25,Product_Page,Purchase,Product_B,0,1
485,1625,2023-08-30,Cart,Initiated,Product_C,0,0
1013,4723,2023-08-30,Product_Page,Initiated,Product_D,0,0
3359,3125,2023-09-01,Thank_You,Purchase,Product_C,0,1
9781,5031,2023-08-30,Thank_You,Added_to_Cart,Product_C,0,0
8930,4091,2023-09-23,Cart,Viewed,Product_B,1,0
5895,6490,2023-09-08,Checkout,Viewed,Product_C,0,0
9786,3581,2023-09-04,Checkout,Viewed,Product_B,0,0
787,7906,2023-09-13,Product_Page,Viewed,Product_D,1,0
8206,7330,2023-09-01,Product_Page,Initiated,Product_B,1,0
3382,4884,2023-08-31,Thank_You,Initiated,Product_D,1,0
2545,3671,2023-09-27,Checkout,Purchase,Product_B,1,1
9330,4211,2023-09-24,Product_Page,Added_to_Cart,Product_A,0,0
2255,9014,2023-09-26,Checkout,Purchase,Product_A,1,1
9306,3360,2023-09-14,Thank_You,Initiated,Product_D,0,0
3747,3198,2023-09-10,Checkout,Initiated,Product_A,0,0
3325,9628,2023-09-19,Checkout,Viewed,Product_B,0,0
2744,6362,2023-09-18,Cart,Purchase,Product_A,1,1
9170,2913,2023-09-16,Landing_Page,Initiated,Product_D,1,0
9262,9937,2023-09-24,Thank_You,Viewed,Product_A,1,0
5304,3629,2023-09-14,Product_Page,Initiated,Product_C,1,0
237,4129,2023-09-20,Landing_Page,Added_to_Cart,Product_C,1,0
6335,6973,2023-09-23,Product_Page,Purchase,Product_C,0,1
4253,7191,2023-09-19,Landing_Page,Viewed,Product_A,0,0
335,7558,2023-09-03,Landing_Page,Purchase,Product_B,0,1
1172,2640,2023-09-13,Checkout,Initiated,Product_D,1,0
3010,1991,2023-09-24,Checkout,Viewed,Product_A,0,0
8221,7775,2023-09-11,Product_Page,Added_to_Cart,Product_D,1,0
4965,9525,2023-08-29,Product_Page,Added_to_Cart,Product_C,0,0
7626,7557,2023-09-26,Product_Page,Purchase,Product_A,1,1
7507,3606,2023-09-05,Checkout,Added_to_Cart,Product_D,1,0
6201,2605,2023-09-20,Checkout,Viewed,Product_B,0,0
5877,3993,2023-09-14,Checkout,Purchase,Product_C,0,1
5758,1209,2023-09-18,Product_Page,Initiated,Product_A,1,0
2507,6824,2023-09-08,Product_Page,Viewed,Product_A,1,0
1592,1548,2023-09-14,Thank_You,Viewed,Product_B,0,0
5198,6273,2023-09-02,Cart,Initiated,Product_C,1,0
117,4742,2023-09-02,Landing_Page,Added_to_Cart,Product_D,0,0
3772,3265,2023-09-12,Thank_You,Purchase,Product_B,0,1
9281,4330,2023-09-07,Cart,Purchase,Product_D,0,1
3530,1141,2023-09-04,Landing_Page,Purchase,Product_B,1,1
405,6663,2023-08-30,Cart,Purchase,Product_B,0,1
8109,2304,2023-08-29,Thank_You,Initiated,Product_C,1,0
457,4836,2023-08-31,Checkout,Purchase,Product_C,1,1
7300,2345,2023-09-09,Cart,Purchase,Product_B,0,1
8275,5599,2023-09-26,Product_Page,Added_to_Cart,Product_B,1,0
992,1490,2023-09-18,Thank_You,Added_to_Cart,Product_B,0,0
7506,2196,2023-09-15,Landing_Page,Purchase,Product_A,1,1
8755,7908,2023-09-10,Product_Page,Purchase,Product_B,1,1
5124,8059,2023-09-11,Landing_Page,Viewed,Product_A,1,0
2653,5043,2023-09-25,Thank_You,Viewed,Product_B,1,0
266,5179,2023-08-31,Landing_Page,Initiated,Product_B,1,0
1237,1970,2023-09-19,Landing_Page,Added_to_Cart,Product_C,1,0
6666,2862,2023-09-06,Cart,Viewed,Product_A,0,0
8603,4976,2023-09-10,Checkout,Viewed,Product_D,0,0
1277,7735,2023-09-13,Product_Page,Initiated,Product_C,1,0
