user_id,signup_date,age,location,device,traffic_source,pages_visited,session_duration,converted,signup_month
40,2025-04-30,33,French Southern Territories,Desktop,Direct,4,7.805408199234315,0,2025-04
41,2025-04-22,32,Cayman Islands,Tablet,Direct,2,29.265942967761866,0,2025-04
42,2025-01-28,34,Guam,Mobile,Organic,6,7.2628766751314435,0,2025-01
43,2025-06-06,24,Bosnia and Herzegovina,Tablet,Direct,1,25.134282920135732,0,2025-06
44,2025-04-21,28,Lithuania,Tablet,Organic,0,45.146393572582866,0,2025-04
45,2025-05-17,21,Pakistan,Tablet,Direct,8,3.7561875593919907,0,2025-05
46,2024-12-28,57,Peru,Mobile,Paid,10,3.1698227328920185,0,2024-12
47,2025-04-01,44,Oman,Desktop,Direct,4,1.0563547703138998,0,2025-04
48,2025-05-30,52,Ecuador,Desktop,Organic,9,14.235660182712595,1,2025-05
49,2025-02-24,36,Malta,Tablet,Direct,8,11.13785077159048,0,2025-02
50,2025-03-25,47,Algeria,Desktop,Organic,5,1.2259675332181554,0,2025-03
51,2025-04-13,23,Holy See (Vatican City State),Desktop,Direct,5,21.83549275801626,0,2025-04
52,2025-02-15,46,Bosnia and Herzegovina,Tablet,Direct,8,19.82950288851428,0,2025-02
53,2025-04-03,23,Saint Kitts and Nevis,Mobile,Direct,6,14.932718751347371,0,2025-04
54,2025-01-02,18,Nauru,Desktop,Referral,2,1.2171030963597238,1,2025-01
55,2025-01-29,31,Nepal,Tablet,Referral,5,7.209223231538661,0,2025-01
56,2025-06-10,21,Belgium,Tablet,Direct,7,8.486785101785513,0,2025-06
57,2025-01-27,26,Uruguay,Tablet,Direct,10,18.638843946172358,0,2025-01
58,2025-02-15,20,Russian Federation,Desktop,Paid,4,1.1561488687992505,0,2025-02
59,2025-04-14,43,Maldives,Mobile,Direct,5,9.192043288403033,0,2025-04
60,2025-04-23,19,Korea,Desktop,Paid,4,6.270196876971037,0,2025-04
61,2025-04-12,20,Seychelles,Tablet,Organic,9,3.76659775197719,0,2025-04
62,2025-03-25,28,United States of America,Mobile,Direct,4,0.9494597749290096,0,2025-03
63,2025-05-17,62,Bulgaria,Mobile,Direct,4,8.822627950205948,0,2025-05
64,2025-04-26,38,Honduras,Mobile,Organic,4,37.440572971536106,0,2025-04
65,2025-04-02,49,Equatorial Guinea,Tablet,Referral,5,24.772067141976862,0,2025-04
66,2025-03-15,50,Guam,Desktop,Organic,8,31.32021462863724,0,2025-03
67,2025-03-31,37,Germany,Desktop,Referral,7,0.5036029205710033,0,2025-03
68,2025-06-08,61,Zambia,Mobile,Direct,1,22.682222975317067,1,2025-06
69,2025-06-02,18,Saint Kitts and Nevis,Desktop,Organic,3,0.8416231448963153,1,2025-06
70,2025-04-09,43,Malta,Desktop,Referral,4,11.486337014259112,1,2025-04
71,2025-05-17,29,Saint Lucia,Tablet,Organic,6,0.6992444292128365,0,2025-05
72,2025-05-29,63,Algeria,Mobile,Direct,5,2.114207061896423,0,2025-05
73,2025-01-22,38,Gibraltar,Tablet,Organic,7,17.412260301519602,0,2025-01
74,2024-12-26,41,Korea,Mobile,Paid,8,4.107158725795617,0,2024-12
75,2025-01-28,54,Sudan,Tablet,Organic,7,32.93538280265822,1,2025-01
76,2025-05-25,57,Monaco,Desktop,Paid,6,3.0549847659120744,0,2025-05
77,2024-12-17,29,Isle of Man,Desktop,Referral,5,14.42149364022267,1,2024-12
78,2025-04-23,18,Svalbard & Jan Mayen Islands,Desktop,Paid,2,8.551541540133023,0,2025-04
79,2025-03-16,18,Turks and Caicos Islands,Desktop,Organic,8,3.299156794187184,0,2025-03
80,2025-01-02,27,Cyprus,Mobile,Paid,9,0.03547120645325322,0,2025-01
81,2025-05-16,64,Antarctica (the territory South of 60 deg S),Tablet,Organic,6,2.5995576352828023,0,2025-05
82,2025-05-22,35,Nauru,Desktop,Referral,4,8.161792126226535,0,2025-05
83,2025-06-05,23,Eritrea,Desktop,Paid,5,2.724336597411689,0,2025-06
84,2025-02-23,58,Faroe Islands,Desktop,Direct,2,14.761783991476216,0,2025-02
85,2025-06-01,24,Czech Republic,Tablet,Referral,4,1.382735143334239,1,2025-06
86,2025-04-30,20,Togo,Tablet,Direct,4,21.535985957908167,1,2025-04
87,2025-01-21,23,Uzbekistan,Tablet,Referral,1,4.360367134697023,0,2025-01
88,2025-02-07,29,Guinea-Bissau,Tablet,Paid,3,4.278574365359786,0,2025-02
89,2025-05-30,22,Aruba,Mobile,Organic,7,41.05456811409493,0,2025-05
90,2025-01-02,21,Armenia,Tablet,Organic,3,6.418394891326436,1,2025-01
91,2025-04-19,42,Benin,Desktop,Referral,4,17.98106790266107,0,2025-04
92,2025-05-28,56,Madagascar,Mobile,Organic,7,1.0164671066721123,0,2025-05
93,2025-02-28,22,Cook Islands,Desktop,Organic,4,23.572225581758573,0,2025-02
94,2025-03-15,36,Fiji,Mobile,Direct,4,8.639362766349818,0,2025-03
95,2025-06-01,64,Comoros,Tablet,Organic,7,4.569374810313679,0,2025-06
96,2025-03-07,25,Norway,Desktop,Paid,4,2.70629461936477,0,2025-03
97,2025-05-26,40,Germany,Desktop,Organic,4,8.49588584593585,0,2025-05
98,2025-04-23,19,American Samoa,Mobile,Organic,4,24.90206331351468,0,2025-04
99,2025-02-05,19,Panama,Desktop,Referral,6,10.421430703804353,1,2025-02
100,2025-01-17,48,Brunei Darussalam,Desktop,Organic,3,3.527959238010379,0,2025-01
101,2025-04-09,27,Saint Barthelemy,Desktop,Direct,3,0.5420421658280956,0,2025-04
102,2025-04-29,34,Denmark,Desktop,Organic,6,7.144289444906238,0,2025-04
103,2025-01-02,44,Bhutan,Tablet,Organic,6,22.034218568924878,1,2025-01
104,2025-04-23,43,United States Virgin Islands,Tablet,Paid,7,6.573752983947142,0,2025-04
105,2025-02-12,64,Niger,Tablet,Direct,4,5.981575899719369,0,2025-02
106,2025-06-04,60,Sierra Leone,Tablet,Referral,4,5.872428804797297,0,2025-06
107,2025-04-06,46,United States Minor Outlying Islands,Desktop,Paid,5,28.271529924699635,0,2025-04
108,2024-12-20,19,Reunion,Mobile,Paid,5,17.255866380386568,0,2024-12
109,2025-01-22,45,Malta,Mobile,Referral,3,1.4123024866432665,0,2025-01
110,2025-01-31,52,Slovakia (Slovak Republic),Tablet,Organic,2,3.753420237971784,0,2025-01
111,2025-01-05,43,Guadeloupe,Mobile,Organic,1,15.991491673380429,0,2025-01
112,2025-05-16,62,Bosnia and Herzegovina,Mobile,Paid,2,22.67052771515573,0,2025-05
113,2025-06-01,35,Bahrain,Desktop,Referral,5,6.446107778115923,0,2025-06
114,2024-12-29,26,Latvia,Mobile,Paid,4,3.979471489469007,1,2024-12
115,2024-12-27,34,Ecuador,Tablet,Direct,8,25.96272009535269,0,2024-12
116,2025-01-24,30,Luxembourg,Desktop,Organic,9,0.13169563448721447,0,2025-01
117,2025-03-07,43,Guinea-Bissau,Mobile,Direct,5,5.480294214302216,0,2025-03
118,2025-04-20,56,Georgia,Tablet,Paid,5,4.609297801950285,0,2025-04
119,2025-03-23,47,Christmas Island,Tablet,Paid,5,4.549752578673802,0,2025-03
120,2025-03-10,25,Kenya,Desktop,Referral,4,4.631953373389611,0,2025-03
121,2024-12-28,38,Bahrain,Tablet,Organic,7,4.010153311806053,1,2024-12
122,2025-04-20,58,Egypt,Mobile,Paid,9,25.146890121686486,0,2025-04
123,2025-02-26,61,Norway,Desktop,Organic,2,5.549719091165337,0,2025-02
124,2025-04-22,61,Samoa,Desktop,Referral,9,1.5761973639476365,0,2025-04
125,2025-04-27,39,Burkina Faso,Tablet,Direct,3,0.19900304149360729,1,2025-04
126,2024-12-14,40,Niue,Desktop,Paid,4,21.24217065734886,1,2024-12
127,2024-12-18,51,Macao,Mobile,Paid,7,1.000870702495345,0,2024-12
128,2024-12-14,64,Finland,Mobile,Referral,8,4.21538331012089,0,2024-12
129,2025-04-21,51,Cayman Islands,Tablet,Referral,5,13.935212213620114,0,2025-04
130,2025-05-26,44,British Virgin Islands,Tablet,Referral,6,11.514220685864299,0,2025-05
131,2025-03-28,47,China,Mobile,Organic,5,0.7736670194105828,1,2025-03
132,2025-05-19,62,Cote d'Ivoire,Desktop,Direct,3,17.822608720906178,1,2025-05
133,2025-05-30,38,Holy See (Vatican City State),Mobile,Referral,3,2.332144901023116,0,2025-05
134,2025-02-10,42,Aruba,Mobile,Paid,1,17.885125325706174,0,2025-02
135,2025-05-27,24,Solomon Islands,Mobile,Referral,8,18.030348297188322,0,2025-05
136,2025-01-30,26,Nicaragua,Desktop,Direct,1,1.6328226004674686,0,2025-01
137,2025-04-07,57,Gabon,Desktop,Paid,7,2.172596512994794,0,2025-04
138,2024-12-19,40,New Zealand,Mobile,Paid,6,3.8006556951232042,1,2024-12
139,2025-03-08,27,Ukraine,Tablet,Organic,5,16.80837527887062,0,2025-03
140,2024-12-15,56,Chad,Mobile,Direct,6,17.160520042403462,0,2024-12
141,2025-05-24,41,Lithuania,Desktop,Direct,6,3.690273351351831,1,2025-05
142,2025-03-03,56,Latvia,Mobile,Direct,2,4.605383603335717,0,2025-03
143,2025-06-07,46,Australia,Mobile,Referral,7,7.776712516007289,0,2025-06
144,2025-01-16,54,Iceland,Desktop,Direct,3,21.360462417056674,0,2025-01
145,2025-02-25,56,South Georgia and the South Sandwich Islands,Desktop,Paid,2,43.20517554149568,0,2025-02
146,2024-12-22,57,Nigeria,Mobile,Direct,3,23.861598623318283,1,2024-12
147,2025-01-14,23,Western Sahara,Desktop,Paid,10,7.060993666467443,1,2025-01
148,2025-04-23,64,Mauritania,Tablet,Organic,5,14.879544892909857,0,2025-04
149,2024-12-18,50,Barbados,Mobile,Organic,3,2.7911114936675196,0,2024-12
150,2025-02-06,50,Vietnam,Tablet,Direct,7,15.715309429594228,0,2025-02
151,2025-03-17,28,Croatia,Mobile,Organic,6,13.341416648638443,0,2025-03
152,2025-04-16,61,Netherlands Antilles,Tablet,Paid,6,2.6167044603825844,1,2025-04
153,2025-03-16,42,Luxembourg,Tablet,Paid,2,5.540617628038586,0,2025-03
154,2025-05-26,52,Libyan Arab Jamahiriya,Desktop,Organic,8,7.199143305742483,0,2025-05
155,2024-12-28,33,Romania,Mobile,Organic,3,17.727554833887112,0,2024-12
156,2025-05-28,53,Mauritius,Desktop,Organic,3,4.87685397438209,0,2025-05
157,2025-06-07,59,Lithuania,Mobile,Direct,5,17.59940051170347,1,2025-06
158,2025-02-21,32,Lebanon,Tablet,Organic,8,3.555453765005463,0,2025-02
159,2025-04-06,35,Latvia,Desktop,Direct,4,12.241355505775871,0,2025-04
160,2025-03-16,32,Mali,Desktop,Referral,6,4.776628717545205,0,2025-03
161,2025-02-14,25,Wallis and Futuna,Mobile,Paid,3,16.418669774320303,0,2025-02
162,2025-01-26,19,Mayotte,Mobile,Organic,4,14.332396924421158,0,2025-01
163,2025-04-28,25,Denmark,Tablet,Paid,8,3.3802657942864,0,2025-04
164,2025-01-29,19,Finland,Mobile,Paid,6,4.246424720980287,0,2025-01
165,2025-05-31,51,Timor-Leste,Tablet,Organic,5,13.656573730389274,0,2025-05
166,2025-03-31,21,Mongolia,Desktop,Organic,11,11.284075885393923,0,2025-03
167,2025-01-22,42,San Marino,Desktop,Paid,6,9.968216359341493,1,2025-01
168,2025-03-15,61,Martinique,Tablet,Referral,5,9.43479478501095,0,2025-03
169,2024-12-14,62,Slovenia,Desktop,Referral,4,0.11730505240855865,0,2024-12
170,2025-04-15,37,Marshall Islands,Tablet,Organic,4,11.79134980656633,0,2025-04
171,2025-02-18,44,Algeria,Desktop,Referral,2,1.2387072611383974,0,2025-02
172,2025-01-20,27,Greenland,Tablet,Paid,2,6.583567548407685,0,2025-01
173,2025-02-18,19,Georgia,Desktop,Paid,2,4.702322092638693,0,2025-02
174,2025-01-14,42,Guinea,Tablet,Referral,6,0.566113969568026,0,2025-01
175,2025-04-17,21,Honduras,Desktop,Organic,5,0.377337310266441,0,2025-04
176,2025-03-30,19,Liechtenstein,Tablet,Paid,3,10.18717999282874,0,2025-03
177,2025-04-25,25,China,Desktop,Paid,3,2.7232207934370853,0,2025-04
178,2025-03-18,60,Malawi,Mobile,Paid,1,2.1128550884372164,0,2025-03
179,2025-06-05,30,Denmark,Desktop,Organic,5,5.3698284187574785,0,2025-06
180,2025-05-16,46,Cote d'Ivoire,Tablet,Paid,5,16.479340947520765,0,2025-05
181,2025-01-21,48,Mauritius,Mobile,Organic,5,8.021545110308946,0,2025-01
182,2025-04-01,60,Micronesia,Tablet,Paid,6,8.888957716194493,0,2025-04
183,2024-12-17,55,Monaco,Desktop,Direct,2,3.9536831366411613,0,2024-12
184,2025-01-28,40,Fiji,Tablet,Paid,4,21.192111972582772,0,2025-01
185,2025-05-07,28,Seychelles,Tablet,Referral,8,0.7357928745010263,0,2025-05
186,2025-02-02,33,Mongolia,Mobile,Direct,5,25.2169302510468,0,2025-02
187,2025-05-18,46,Germany,Desktop,Referral,7,9.946936857134123,0,2025-05
188,2025-06-11,29,Croatia,Tablet,Direct,5,41.50877003694654,0,2025-06
189,2025-02-15,30,Malawi,Tablet,Referral,2,11.209658047124375,0,2025-02
190,2025-02-15,41,French Guiana,Tablet,Direct,5,24.766719234041478,0,2025-02
191,2025-04-27,37,Mauritania,Mobile,Direct,4,3.390446522481217,1,2025-04
192,2025-01-30,31,Russian Federation,Tablet,Direct,6,1.715759654837716,1,2025-01
193,2025-05-06,37,Ireland,Desktop,Paid,4,3.2769645468471085,0,2025-05
194,2025-04-26,63,Tokelau,Tablet,Organic,2,2.865726868726344,0,2025-04
195,2025-06-05,55,Puerto Rico,Tablet,Paid,6,2.2250678210955326,0,2025-06
196,2025-06-06,26,Western Sahara,Tablet,Direct,3,22.041812369251055,0,2025-06
197,2025-01-21,35,Guatemala,Tablet,Organic,10,1.7827802963091621,0,2025-01
198,2025-04-07,33,France,Mobile,Organic,5,1.3231822331699006,0,2025-04
199,2025-05-02,27,Gibraltar,Tablet,Direct,4,17.691223692251764,0,2025-05
200,2025-03-04,20,Angola,Desktop,Organic,8,21.343873371667136,0,2025-03
201,2025-03-22,45,Puerto Rico,Tablet,Direct,4,4.219465391755887,0,2025-03
202,2025-03-31,31,Gabon,Desktop,Referral,3,13.354484038831329,1,2025-03
203,2025-05-08,24,Senegal,Tablet,Referral,2,3.6538251700546898,0,2025-05
204,2025-05-12,58,French Guiana,Mobile,Organic,3,1.8627590323007124,0,2025-05
205,2025-01-20,56,Iran,Tablet,Organic,5,5.703488460387352,0,2025-01
206,2025-02-11,40,Ireland,Desktop,Referral,6,4.134133152586253,1,2025-02
207,2025-05-23,31,Tajikistan,Tablet,Direct,8,4.5293873424555295,0,2025-05
208,2025-02-11,43,Kazakhstan,Mobile,Organic,6,3.1456118690912893,0,2025-02
209,2024-12-31,59,Cape Verde,Tablet,Referral,3,3.996293288352823,0,2024-12
210,2025-02-26,30,Antigua and Barbuda,Desktop,Referral,5,1.5704955701339538,0,2025-02
211,2024-12-31,48,Papua New Guinea,Desktop,Paid,6,6.276554495331904,0,2024-12
212,2025-03-01,44,Heard Island and McDonald Islands,Tablet,Paid,5,6.749412506462791,0,2025-03
213,2025-06-07,52,Peru,Tablet,Paid,4,11.567852422142803,0,2025-06
214,2025-01-27,35,Lithuania,Mobile,Paid,3,0.14512152868477884,1,2025-01
215,2025-03-06,45,United States Virgin Islands,Mobile,Direct,6,3.599786872490618,1,2025-03
216,2025-03-21,19,Niger,Mobile,Referral,7,5.074170403229927,1,2025-03
217,2025-03-20,34,El Salvador,Tablet,Organic,4,65.7392013151606,0,2025-03
218,2025-01-30,22,Serbia,Mobile,Direct,11,9.148863132523926,0,2025-01
219,2024-12-16,32,San Marino,Tablet,Paid,5,5.0313697633255785,0,2024-12
220,2025-06-05,53,Nicaragua,Desktop,Referral,5,7.236095538815138,0,2025-06
221,2025-05-06,44,Greenland,Desktop,Referral,5,11.770801142858435,1,2025-05
222,2025-03-22,32,Senegal,Desktop,Referral,3,1.2477268651324913,0,2025-03
223,2025-03-08,40,Swaziland,Tablet,Organic,5,10.0218441932644,0,2025-03
224,2025-01-18,32,Ukraine,Desktop,Referral,7,11.523807212896763,0,2025-01
225,2025-04-17,25,Saudi Arabia,Mobile,Paid,5,5.099567882917135,0,2025-04
226,2025-01-18,23,Ireland,Tablet,Direct,10,9.367365467390727,0,2025-01
227,2025-06-04,24,Canada,Mobile,Direct,9,11.020425558798037,0,2025-06
228,2025-05-06,64,Georgia,Mobile,Direct,1,1.3111128160134198,0,2025-05
229,2024-12-15,30,Slovenia,Mobile,Organic,4,20.30674312717618,0,2024-12
230,2025-05-03,31,Thailand,Desktop,Direct,5,12.84710710211558,1,2025-05
231,2025-01-06,24,Israel,Desktop,Direct,3,0.38307725482187355,0,2025-01
232,2025-04-07,38,Aruba,Desktop,Paid,2,5.136400236352325,0,2025-04
233,2025-01-03,31,Aruba,Desktop,Organic,3,18.871232001301863,0,2025-01
234,2025-05-31,18,Namibia,Desktop,Paid,6,2.944590985254856,0,2025-05
235,2025-04-15,21,Mali,Mobile,Referral,3,4.050449441633004,0,2025-04
236,2025-01-12,53,Grenada,Mobile,Organic,5,3.234517079555528,0,2025-01
237,2025-02-07,28,Cambodia,Tablet,Referral,4,14.83291125680429,1,2025-02
238,2025-01-24,39,Holy See (Vatican City State),Desktop,Organic,4,12.30710873701506,0,2025-01
239,2025-03-09,49,Sudan,Desktop,Paid,6,1.57400879695215,0,2025-03
240,2025-01-21,31,Iraq,Tablet,Paid,5,14.04488551507644,0,2025-01
241,2024-12-18,27,Martinique,Desktop,Referral,5,12.163836800042976,0,2024-12
242,2025-05-16,61,Uzbekistan,Desktop,Paid,8,2.718274265374969,0,2025-05
243,2025-05-29,50,Saint Pierre and Miquelon,Tablet,Paid,2,0.06862886554281679,1,2025-05
244,2025-03-24,36,Romania,Mobile,Referral,6,7.894446057614706,0,2025-03
245,2025-04-12,37,Australia,Mobile,Direct,5,0.7881855781189162,0,2025-04
246,2025-06-03,53,Christmas Island,Desktop,Organic,7,5.317063021170773,0,2025-06
247,2025-01-17,25,French Guiana,Mobile,Referral,4,22.16694425874917,0,2025-01
248,2025-02-08,33,Colombia,Desktop,Referral,8,2.3539778394184845,0,2025-02
249,2025-03-01,21,Switzerland,Mobile,Organic,7,10.37023626173495,0,2025-03
250,2025-05-23,56,Botswana,Desktop,Direct,1,6.728109380920705,1,2025-05
251,2025-03-17,42,Brunei Darussalam,Tablet,Referral,4,9.10169658056094,1,2025-03
252,2025-03-25,63,Benin,Desktop,Organic,4,0.7210366527863009,0,2025-03
253,2025-01-30,41,Nigeria,Desktop,Organic,7,0.8956323019530009,0,2025-01
254,2024-12-28,30,Australia,Desktop,Paid,5,15.008193683683073,1,2024-12
255,2025-04-27,23,Syrian Arab Republic,Desktop,Referral,3,1.5761491902630675,0,2025-04
256,2025-03-17,22,Namibia,Mobile,Direct,5,16.33025512292504,0,2025-03
257,2025-01-31,58,Wallis and Futuna,Mobile,Direct,6,5.563653769861297,1,2025-01
258,2025-01-22,62,Tokelau,Mobile,Organic,4,21.0315317448562,0,2025-01
259,2025-01-17,27,Anguilla,Desktop,Organic,5,11.366204819765528,0,2025-01
260,2024-12-12,35,Mozambique,Mobile,Organic,4,6.69256261293877,0,2024-12
261,2025-01-22,27,Peru,Tablet,Direct,4,4.442077011697712,0,2025-01
262,2025-05-15,39,Barbados,Mobile,Organic,4,15.221680839419122,1,2025-05
263,2025-05-19,49,Japan,Tablet,Direct,3,6.189262467164437,1,2025-05
264,2025-02-10,21,Serbia,Tablet,Paid,6,11.856325560051515,0,2025-02
265,2025-06-08,30,Guyana,Desktop,Organic,6,9.585716874004463,0,2025-06
266,2025-02-02,52,Australia,Tablet,Referral,7,13.26809239848326,0,2025-02
267,2025-05-17,19,Mozambique,Mobile,Direct,5,28.883995006957015,0,2025-05
268,2025-01-06,62,Iraq,Tablet,Paid,1,2.445439204252027,1,2025-01
269,2025-04-10,55,Iceland,Desktop,Direct,5,3.2032475186276637,0,2025-04
270,2025-02-25,30,Nepal,Tablet,Direct,6,1.7219165659387812,0,2025-02
271,2025-01-14,32,Malawi,Tablet,Paid,3,3.9824924535265085,1,2025-01
272,2024-12-23,49,Mauritius,Tablet,Organic,3,0.0035790356392702387,0,2024-12
273,2024-12-20,36,Mongolia,Tablet,Referral,4,43.22849719771107,0,2024-12
274,2025-05-11,19,India,Mobile,Organic,6,1.010017391091288,0,2025-05
275,2025-06-11,46,Pakistan,Mobile,Direct,6,29.720227421684257,0,2025-06
276,2025-01-10,29,Swaziland,Desktop,Referral,3,0.7819799424114053,0,2025-01
277,2025-04-12,30,Somalia,Mobile,Direct,5,5.78743389179481,0,2025-04
278,2025-01-01,49,Australia,Tablet,Paid,7,20.56676572156551,1,2025-01
279,2025-05-24,46,Gabon,Tablet,Paid,4,0.09008296725170199,0,2025-05
280,2025-04-02,41,Belize,Desktop,Direct,4,6.289577959784366,0,2025-04
281,2025-05-01,61,Georgia,Mobile,Paid,7,5.737568350672887,0,2025-05
282,2025-01-28,55,Argentina,Desktop,Organic,5,23.89357665956963,1,2025-01
283,2024-12-28,52,Pitcairn Islands,Desktop,Direct,6,1.1613382308883737,0,2024-12
284,2025-01-13,25,Antigua and Barbuda,Mobile,Referral,6,11.537286643227647,0,2025-01
285,2025-04-11,18,British Indian Ocean Territory (Chagos Archipelago),Tablet,Direct,4,3.9925647487564193,0,2025-04
286,2024-12-22,59,Albania,Desktop,Direct,5,6.124558148120666,1,2024-12
287,2025-04-30,62,Lesotho,Desktop,Organic,5,0.306537127188785,0,2025-04
288,2025-06-08,25,San Marino,Desktop,Referral,4,1.5934505426533967,1,2025-06
289,2025-02-16,40,Denmark,Tablet,Direct,5,5.147389901940879,0,2025-02
290,2025-03-01,31,Jersey,Tablet,Referral,3,3.5253416693217785,0,2025-03
291,2025-01-28,34,Sweden,Mobile,Organic,3,4.780705337604402,0,2025-01
292,2025-02-11,47,Croatia,Mobile,Referral,9,1.5030461678313858,0,2025-02
293,2025-05-10,32,Russian Federation,Desktop,Paid,5,1.0552989154384365,1,2025-05
294,2025-01-14,63,Pakistan,Desktop,Direct,8,2.5833381902006627,0,2025-01
295,2025-03-22,27,South Georgia and the South Sandwich Islands,Desktop,Referral,7,2.629626478321776,0,2025-03
296,2025-04-05,48,Solomon Islands,Tablet,Paid,6,14.611821569994534,0,2025-04
297,2025-04-18,54,Canada,Desktop,Direct,7,2.2349089497211,1,2025-04
298,2025-04-20,62,Mayotte,Desktop,Referral,7,8.927015195520537,0,2025-04
299,2024-12-20,18,Congo,Mobile,Direct,4,13.924406231508307,1,2024-12
300,2025-03-22,22,Papua New Guinea,Desktop,Organic,4,38.80565637753297,0,2025-03
301,2025-05-18,30,Ireland,Desktop,Referral,10,6.600136002787915,0,2025-05
302,2025-01-25,38,Ukraine,Mobile,Referral,3,3.8806146055524904,0,2025-01
303,2024-12-28,49,Cook Islands,Desktop,Referral,3,9.930107803549058,0,2024-12
304,2025-04-26,34,Korea,Tablet,Direct,4,11.803418088001678,0,2025-04
305,2025-02-06,29,Kenya,Tablet,Referral,4,7.28132760326072,1,2025-02
306,2025-05-16,41,Nauru,Mobile,Organic,3,0.7354628264598566,0,2025-05
307,2025-05-01,50,Heard Island and McDonald Islands,Tablet,Organic,11,2.2993336710272483,0,2025-05
308,2025-06-11,40,Nigeria,Desktop,Referral,3,1.684426917781433,0,2025-06
309,2025-01-04,43,Tanzania,Tablet,Paid,5,6.887218175098273,0,2025-01
310,2025-01-20,38,Vietnam,Tablet,Paid,4,0.395973179087025,0,2025-01
311,2025-02-22,58,Cote d'Ivoire,Mobile,Organic,7,8.175553281930235,1,2025-02
312,2024-12-24,63,Honduras,Desktop,Referral,7,4.012092301162562,1,2024-12
313,2025-04-23,32,Cuba,Mobile,Direct,6,9.353367750795252,1,2025-04
314,2025-01-23,50,Palau,Tablet,Organic,4,0.7730041862635051,1,2025-01
315,2025-02-23,36,Tajikistan,Mobile,Paid,10,4.042592735123083,0,2025-02
316,2025-03-07,27,Saint Lucia,Tablet,Referral,7,15.274806778243066,0,2025-03
317,2024-12-26,54,Mauritius,Desktop,Direct,3,10.973153287889076,0,2024-12
318,2025-04-28,64,Romania,Mobile,Referral,2,2.3084572448201413,1,2025-04
